DATE,Change in time (days),,Percent Full,Combined Storage (mcm),Combined Precipitation (mcm),Inverted Inflow (mcm),Outflow (mcm),,,Outflow (mcm/day),Outflow (m3/day),,,
5/1/13,11,,51.75850503,872.1308098,0.035270176,23.44770342,29.4624,,,2.678400,31,,,
5/12/13,31,,51.40364293,866.1513834,0,94.8177594,83.0304,,,2.678400,31,,,
6/12/13,11,,52.10318948,877.9387428,3.554748219,17.53021128,29.4624,,,2.678400,31,,,
6/23/13,8,,51.60601201,869.5613023,3.075577941,-22.84538424,21.4272,,,2.678400,31,,,
7/1/13,11,,49.16108582,828.364296,3.32329761,11.97457419,29.4624,,,2.678400,31,,,
7/12/13,20,,48.320461,814.1997678,1.070561699,46.3632457,53.568,,,2.678400,31,,,
8/1/13,11,,47.95641396,808.0655752,1.420736746,28.21680845,29.4624,,,2.678400,31,,,
8/12/13,11,,47.96680833,808.2407204,1.390365318,9.272797582,29.4624,,,2.678400,31,,,
8/23/13,9,,46.85112661,789.4414833,0.144522374,-18.36846727,24.1056,,,2.678400,31,,,
9/1/13,22,,44.33898744,747.1119384,0.152693634,-7.091557334,58.9248,,,2.678400,31,,,
9/23/13,19,,40.43016467,681.2482747,7.03271039,29.32194651,50.8896,,,2.678400,31,,,
10/12/13,31,,39.56755677,666.7133316,10.13903292,-25.68378362,72.3168,,,2.332800,27,,,
11/12/13,11,,34.35322142,578.8517809,6.683899325,-13.91119563,25.6608,,,2.332800,27,,,
11/23/13,50,,32.40140561,545.9636846,2.076629068,66.20305713,116.64,,,2.332800,27,,,
1/12/14,20,,29.53135732,497.6033708,13.64336119,33.45388751,39.744,,,1.987200,23,,,
2/1/14,39,,29.9677519,504.9566195,1.76257334,24.61216206,77.5008,,,1.987200,23,,,
3/12/14,11,,26.93356409,453.8305549,8.659713876,18.41073012,21.8592,,,1.987200,23,,,
3/23/14,9,,27.24283673,459.0417989,7.205107662,2.470132038,17.8848,,,1.987200,23,,,
4/1/14,41,,26.75562247,450.8322386,3.356795973,106.6981197,81.4752,,,1.987200,23,,,
5/12/14,20,,28.45174803,479.4119543,10.11722976,287.1657289,39.744,,,1.987200,23,,,
6/1/14,22,,43.73595923,736.950913,0.034253063,-194.1475291,58.9248,,,2.678400,31,,,
6/23/14,8,,28.71886273,483.912837,0.893233449,-44.29770645,15.8976,,,1.987200,23,,,
7/1/14,31,,25.19945187,424.610764,0.724606245,154.7681047,61.6032,,,1.987200,23,,,
8/1/14,11,,30.77152967,518.5002749,5.254388669,28.36652583,25.6608,,,2.332800,27,,,
8/12/14,11,,31.24394002,526.4603894,1.053076414,-34.97087441,25.6608,,,2.332800,27,,,
8/23/14,20,,27.70811818,466.8817914,0.495536669,31.06834983,39.744,,,1.987200,23,,,
9/12/14,19,,27.22265151,458.7016779,1.693730689,-11.76835209,37.7568,,,1.987200,23,,,
10/1/14,22,,24.38399148,410.8702565,6.580875229,93.33861117,43.7184,,,1.987200,23,,,
10/23/14,20,,27.71936753,467.0713429,3.56032724,-90.64837724,39.744,,,1.987200,23,,,
11/12/14,19,,20.1922429,340.2392929,8.499622479,145.3209903,37.7568,,,1.987200,23,,,
12/1/14,11,,27.08030301,456.3031057,5.299164187,-90.85308329,21.8592,,,1.987200,23,,,
12/12/14,11,,20.70563719,348.8899866,5.169222948,-36.55467315,21.8592,,,1.987200,23,,,
12/23/14,9,,17.54571729,295.6453364,9.552314304,28.4990136,12.0528,,,1.339200,15.5,,,
1/1/15,11,,19.08865664,321.6438643,5.055060914,33.54878749,14.7312,,,1.339200,15.5,,,
1/12/15,20,,20.50543102,345.5165127,7.827251092,-23.00896939,39.744,,,1.987200,23,,,
2/1/15,50,,17.24574447,290.5907944,13.7232894,54.3504494,66.96,,,1.339200,15.5,,,
3/23/15,9,,17.31184173,291.7045332,24.03276963,7.39271427,12.0528,,,1.339200,15.5,,,
4/1/15,22,,18.46155591,311.0772171,2.653095722,24.95523718,29.4624,,,1.339200,15.5,,,
4/23/15,8,,18.35152226,309.22315,4.435386143,22.25702226,10.7136,,,1.339200,15.5,,,
5/1/15,53,,19.29981949,325.2019584,0,75.8313933,70.9776,,,1.339200,15.5,,,
6/23/15,19,,19.58787844,330.0557517,1.993580464,16.13627134,25.4448,,,1.339200,15.5,,,
7/12/15,11,,19.15375688,322.7408035,4.697904726,22.30258787,14.7312,,,1.339200,15.5,,,
7/23/15,20,,19.88190481,335.0100961,0.510805604,56.9585219,26.784,,,1.339200,15.5,,,
8/12/15,11,,21.7029925,365.6954236,0,18.9117,21.8592,,,1.987200,23,,,
8/23/15,20,,21.52806668,362.7479236,0.332780745,9.537304255,39.744,,,1.987200,23,,,
9/12/15,11,,19.75513404,332.8740086,5.077831296,41.9466638,14.7312,,,1.339200,15.5,,,
9/23/15,19,,21.67165007,365.1673037,0,-30.7562844,37.7568,,,1.987200,23,,,
10/12/15,20,,17.60559165,296.6542193,3.810793832,24.40198077,26.784,,,1.339200,15.5,,,
11/1/15,41,,17.69038539,298.0829939,8.261105756,53.35958884,54.9072,,,1.339200,15.5,,,
12/12/15,20,,18.08881237,304.7964885,30.3803763,-7.0034637,26.784,,,1.339200,15.5,,,
1/1/16,11,,17.88661134,301.3894011,16.86514864,25.40033226,14.7312,,,1.339200,15.5,,,
1/12/16,60,,19.52069329,328.923682,9.570744588,231.9712816,80.352,,,1.339200,15.5,,,
3/12/16,11,,29.08686696,490.1137082,15.2987835,-11.3576419,21.8592,,,1.987200,23,,,
3/23/16,9,,28.0234807,472.1956498,5.371258275,51.52098033,17.8848,,,1.987200,23,,,
4/1/16,11,,30.33846222,511.2030884,7.324461018,62.74623708,25.6608,,,2.332800,27,,,
4/12/16,19,,32.97406448,555.6129865,0.379234595,78.75602991,44.3232,,,2.332800,27,,,
5/1/16,42,,35.04006237,590.425051,1.98932797,147.3509335,97.9776,,,2.332800,27,,,
6/12/16,11,,38.08829154,641.7877125,9.020345108,85.76303109,25.6608,,,2.332800,27,,,
6/23/16,8,,42.19052158,710.9102887,0,7.6174153,21.4272,,,2.678400,31,,,
7/1/16,11,,41.37094979,697.100504,0.307230076,58.82269962,29.4624,,,2.678400,31,,,
7/12/16,11,,43.13163405,726.7680337,0.222195995,35.0150265,29.4624,,,2.678400,31,,,
7/23/16,40,,43.47435348,732.5428562,0.396304155,49.34061035,107.136,,,2.678400,31,,,
9/1/16,41,,40.06787957,675.1437707,0.581838973,111.9797373,109.8144,,,2.678400,31,,,
10/12/16,31,,40.23091674,677.890947,5.009721589,65.70203961,83.0304,,,2.678400,31,,,
11/12/16,19,,39.49984025,665.5723082,17.41597972,18.57604818,44.3232,,,2.332800,27,,,
12/1/16,31,,39.00540867,657.2411361,4.277605265,77.63747414,72.3168,,,2.332800,27,,,
1/1/17,42,,39.5750395,666.8394155,8.386092209,293.1135111,97.9776,,,2.332800,27,,,
2/12/17,11,,51.65349666,870.3614188,32.07165652,-3.77023532,29.4624,,,2.678400,31,,,
2/23/17,37,,51.58459585,869.20044,3.269316401,82.5423984,99.1008,,,2.678400,31,,,
4/1/17,30,,50.7959261,855.9113548,10.71409055,109.9988049,80.352,,,2.678400,31,,,
5/1/17,42,,53.19123147,896.2722502,6.578171753,131.0609287,112.4928,,,2.678400,31,,,
6/12/17,11,,54.68359351,921.4185507,11.32689206,30.50162164,29.4624,,,2.678400,31,,,
6/23/17,8,,55.4174875,933.7846644,0,26.5121466,21.4272,,,2.678400,31,,,
7/1/17,22,,55.71926475,938.869611,0,41.1780446,58.9248,,,2.678400,31,,,
7/23/17,9,,54.66604484,921.1228556,0.258886091,-17.10164809,24.1056,,,2.678400,31,,,
8/1/17,22,,52.23587499,880.1744936,0.30419383,58.94456307,58.9248,,,2.678400,31,,,
8/23/17,9,,52.25510092,880.4984505,2.906046537,19.96129966,24.1056,,,2.678400,31,,,
9/1/17,11,,52.18161405,879.2601967,0,30.3238498,29.4624,,,2.678400,31,,,
9/12/17,11,,52.23273866,880.1216465,0,37.1744365,29.4624,,,2.678400,31,,,
9/23/17,8,,52.69042629,887.833683,0.156113756,-25.20826576,21.4272,,,2.678400,31,,,
10/1/17,42,,49.93200777,841.354331,4.078821374,-2.151239174,112.4928,,,2.678400,31,,,
11/12/17,81,,43.37027378,730.7891132,18.02500565,232.7670237,216.9504,,,2.678400,31,,,
2/1/18,11,,45.37867908,764.6307425,31.87561368,-15.50062688,29.4624,,,2.678400,31,,,
2/12/18,39,,44.601978,751.5433293,6.587391834,146.0981424,104.4576,,,2.678400,31,,,
3/23/18,31,,47.46416994,799.7712635,16.51849189,13.24703171,83.0304,,,2.678400,31,,,
4/23/18,8,,44.30304968,746.5063871,3.808628043,-2.526553343,21.4272,,,2.678400,31,,,
5/1/18,42,,43.10749328,726.3612618,0,105.5342908,112.4928,,,2.678400,31,,,
6/12/18,11,,42.69452538,719.4027526,3.022626647,9.423866253,29.4624,,,2.678400,31,,,
6/23/18,8,,41.68467926,702.3868455,0.738898132,59.04463877,21.4272,,,2.678400,31,,,
7/1/18,11,,43.96101973,740.7431824,0,3.3080568,29.4624,,,2.678400,31,,,
7/12/18,31,,42.40883319,714.5888392,0,38.7440957,83.0304,,,2.678400,31,,,
8/12/18,11,,39.78056587,670.3025349,5.734998422,2.440041478,25.6608,,,2.332800,27,,,
8/23/18,9,,38.7428353,652.8167748,0.172877703,34.4553813,20.9952,,,2.332800,27,,,
9/1/18,22,,39.55191892,666.4498338,2.527483958,41.85839624,51.3216,,,2.332800,27,,,
9/23/18,69,,39.1403035,659.514114,5.120040105,148.7880288,160.9632,,,2.332800,27,,,
12/1/18,11,,38.72160136,652.4589829,28.94653146,-23.63333756,25.6608,,,2.332800,27,,,
12/12/18,31,,37.5140283,632.1113768,0,114.4805554,72.3168,,,2.332800,27,,,
1/12/19,11,,40.01632832,674.2751322,13.01066327,12.01877813,29.4624,,,2.678400,31,,,
1/23/19,37,,39.75324472,669.8421736,9.050261225,168.4276001,86.3136,,,2.332800,27,,,
3/1/19,22,,45.16358664,761.0064349,25.54416006,72.64744304,58.9248,,,2.678400,31,,,
3/23/19,20,,47.49396071,800.273238,11.78450193,30.00660677,53.568,,,2.678400,31,,,
4/12/19,11,,46.79503541,788.4963467,3.436882041,35.40540566,29.4624,,,2.678400,31,,,
4/23/19,8,,47.35170531,797.8762344,3.709825376,0.423979824,21.4272,,,2.678400,31,,,
5/1/19,22,,46.32539107,780.5828396,1.012851686,112.245881,58.9248,,,2.678400,31,,,
5/23/19,20,,49.54995681,834.9167723,3.718052232,25.54347967,53.568,,,2.678400,31,,,
6/12/19,19,,48.10743645,810.6103042,2.3130944,41.5566367,50.8896,,,2.678400,31,,,
7/1/19,22,,47.69082702,803.5904353,0.256596206,44.48229359,58.9248,,,2.678400,31,,,
7/23/19,9,,46.84893324,789.4045251,2.131040651,-11.07476155,24.1056,,,2.678400,31,,,
8/1/19,11,,44.88754921,756.3552042,0,55.1825208,29.4624,,,2.678400,31,,,
8/12/19,20,,46.41396588,782.075325,0.507070636,31.83327216,53.568,,,2.678400,31,,,
9/1/19,11,,45.15416426,760.8476678,2.744246065,73.02481734,29.4624,,,2.678400,31,,,
9/12/19,19,,47.9023342,807.1543312,1.983889872,-18.50942927,50.8896,,,2.678400,31,,,
10/1/19,11,,43.90143572,739.7391918,0.191790571,23.36867613,29.4624,,,2.678400,31,,,
10/12/19,31,,43.55117261,733.8372585,0.837564218,-6.846808818,83.0304,,,2.678400,31,,,
11/12/19,,,38.26692071,644.7976139,9.859527379,,83.0304,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
